PayableID,BuySellNo,ItemID,CpID,Amount,FxAmount,CurrencyCd,InvoiceNo,InvoiceDt,RcvDt,Posted,IsCheck,CheckNo,APBatchNo,Reference_Date,GLAcct
518376,52291,NULL,1936,5983.84,5983.84,USD,26054859,2019-10-21 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103715,NULL,50100
518379,52317,NULL,1360,1075.2,1075.2,USD,69909,2019-10-25 00:00:00,2019-11-11 00:00:00,1,NULL,NULL,103737,NULL,50100
518441,52349,10590,1536,975,975,USD,I449754,2019-11-07 00:00:00,2019-11-21 00:00:00,1,NULL,NULL,103771,NULL,50200
518443,52285,NULL,1860,9522,9522,USD,279534,2019-10-16 00:00:00,2019-11-04 00:00:00,1,NULL,NULL,103704,NULL,50100
518485,52303,NULL,1671,2429,2429,USD,36353,2019-10-29 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103714,NULL,50100
518487,52322,10591,1536,1090,1090,USD,I449755,2019-11-05 00:00:00,2019-11-12 00:00:00,1,NULL,NULL,103743,NULL,50200
518520,52282,NULL,1632,4888.8,4888.8,USD,37573,2019-10-29 00:00:00,2019-11-07 00:00:00,1,NULL,NULL,103727,NULL,50100
518526,52305,NULL,1558,2224.2,2224.2,USD,6603017,2019-10-21 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103721,NULL,50100
518532,52261,NULL,1128,10559.43,10559.43,USD,25579,2019-10-29 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103713,NULL,50100
518549,52145,NULL,1907,399.6,399.6,USD,5071 / 52145,2019-11-04 00:00:00,2019-11-04 00:00:00,1,NULL,NULL,103699,NULL,50100
518550,52145,1631,1907,28.4,28.4,USD,5071 / 52145,2019-11-04 00:00:00,2019-11-04 00:00:00,1,NULL,NULL,103699,NULL,50100
518551,52184,NULL,1298,10216.25,10216.25,USD,5103 / 52184,2019-09-09 00:00:00,2019-11-04 00:00:00,1,NULL,NULL,103700,NULL,50100
518575,52300,NULL,1928,599.6,599.6,USD,46781,2019-10-28 00:00:00,2019-11-04 00:00:00,1,NULL,NULL,103703,NULL,50100
518592,52327,10592,1177,525,525,USD,13348749,2019-11-08 00:00:00,2019-11-21 00:00:00,1,NULL,NULL,103775,NULL,50200
518597,52326,10593,1177,525,525,USD,13374439,2019-11-15 00:00:00,2019-12-03 00:00:00,1,NULL,NULL,103807,NULL,50200
518606,52325,10594,1177,525,525,USD,13422623,2019-11-22 00:00:00,2019-12-03 00:00:00,1,NULL,NULL,103806,NULL,50200
518742,52193,NULL,1128,4996.88,4996.88,USD,25578,2019-11-04 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103712,NULL,50100
518752,52323,10595,1534,550,550,USD,142957,2019-11-06 00:00:00,2019-11-22 00:00:00,1,NULL,NULL,103786,NULL,50200
518766,52175,1635,1578,-1555,-1555,USD,52175-1,2019-11-05 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103708,NULL,50100
518794,52307,NULL,1645,12759.91,12759.91,USD,5200 / 52307,2019-10-23 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103711,NULL,50100
518802,52357,10596,1620,975,975,USD,901620,2019-11-08 00:00:00,2019-12-03 00:00:00,1,NULL,NULL,103803,NULL,50200
518807,52295,NULL,1944,8876.2,8876.2,USD,5189 / 52295,2019-10-22 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103716,NULL,50100
518809,52005,NULL,1884,60.6,60.6,USD,52005INV,2019-11-05 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103722,NULL,50100
518810,52110INV,10598,1775,179.67,179.67,USD,AP-OFFSET,2019-11-05 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103720,NULL,NULL
518811,52110INV,10597,1775,280.51,280.51,USD,AP-OFFSET,2019-11-05 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103720,NULL,NULL
518813,52005INV,10600,1884,-60.6,-60.6,USD,AP-OFFSET,2019-11-05 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103722,NULL,NULL
518814,52005INV,10599,1884,102.72,102.72,USD,AP-OFFSET,2019-11-05 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103722,NULL,NULL
518815,52007INV,10602,1884,-142.96,-142.96,USD,AP-OFFSET,2019-11-05 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103723,NULL,NULL
518816,52007INV,10601,1884,490.78,490.78,USD,AP-OFFSET,2019-11-05 00:00:00,2019-11-05 00:00:00,1,NULL,NULL,103723,NULL,NULL
518839,52096A,10603,1534,250,250,USD,141162,2019-08-14 00:00:00,2019-08-14 00:00:00,1,NULL,NULL,103724,NULL,50200
518840,52096A,10604,1534,800,800,USD,141162,2019-08-14 00:00:00,2019-08-14 00:00:00,1,NULL,NULL,103724,NULL,50200
518927,52314,NULL,1860,9510.75,9510.75,USD,279895,2019-10-30 00:00:00,2019-11-07 00:00:00,1,NULL,NULL,103726,NULL,50100
518953,52324,NULL,1860,3084.75,3084.75,USD,279896,2019-10-30 00:00:00,2019-11-07 00:00:00,1,NULL,NULL,103725,NULL,50100
518963,52320,10605,1495,675,675,USD,37651942-1,2019-10-31 00:00:00,2019-11-08 00:00:00,1,NULL,NULL,103729,NULL,50200
519014,52272,NULL,1306,2975.84,2975.84,USD,5804,2019-11-01 00:00:00,2019-11-08 00:00:00,1,NULL,NULL,103730,NULL,50100
519034,52320,NULL,1685,2467.57,2467.57,USD,112821,2019-10-31 00:00:00,2019-11-08 00:00:00,1,NULL,NULL,103731,NULL,50100
519042,52348,10606,1495,1192,1192,USD,37783632-1,2019-11-18 00:00:00,2020-03-05 00:00:00,1,NULL,NULL,104150,NULL,50200
519083,52334,NULL,1139,497.6,497.6,USD,7592,2019-11-01 00:00:00,2019-11-11 00:00:00,1,NULL,NULL,103738,NULL,50100
519092,52335,NULL,1139,519.2,519.2,USD,7591,2019-11-01 00:00:00,2019-11-12 00:00:00,1,NULL,NULL,103744,NULL,50100
519101,52319,10607,1534,500,500,USD,142855,2019-11-01 00:00:00,2019-11-21 00:00:00,1,NULL,NULL,103773,NULL,50200
519115,52366,10608,1620,750,750,USD,909013,2019-11-21 00:00:00,2020-02-11 00:00:00,1,NULL,NULL,104048,NULL,50200
519150,52149,NULL,1645,5130.12,5130.12,USD,1181,2019-11-01 00:00:00,2019-11-11 00:00:00,1,NULL,NULL,103735,NULL,50100
519174,52250,NULL,1645,4398,4398,USD,1158,2019-10-03 00:00:00,2019-11-11 00:00:00,1,NULL,NULL,103734,NULL,50100
519270,52365,10611,1534,1243.25,1243.25,USD,143097,2019-11-13 00:00:00,2019-11-21 00:00:00,1,NULL,NULL,103776,NULL,50200
519281,52357,10612,1753,-98.48,-98.48,USD,5232 / 52357,2019-11-08 00:00:00,2019-11-08 00:00:00,1,NULL,NULL,103756,NULL,50200
519312,51996,10613,1959,842.59,842.59,USD,74665-IN,2019-06-28 00:00:00,2019-11-12 00:00:00,1,NULL,NULL,103746,NULL,50200
519399,52367,10614,1620,1570,1570,USD,912098,2019-11-20 00:00:00,2019-12-31 00:00:00,1,NULL,NULL,103883,NULL,50200
519422,52329,NULL,1558,2277,2277,USD,6637657,2019-11-05 00:00:00,2019-11-21 00:00:00,1,NULL,NULL,103777,NULL,50100
519453,52353,10615,1536,975,975,USD,I469316,2019-11-19 00:00:00,2019-12-10 00:00:00,1,NULL,NULL,103816,NULL,50200
519479,52328,NULL,1377,3984,3984,USD,5216 / 52328,2019-11-01 00:00:00,2019-11-14 00:00:00,1,NULL,NULL,103750,NULL,50100
519480,52327,NULL,1377,4112,4112,USD,5216 / 52327,2019-11-08 00:00:00,2019-11-14 00:00:00,1,NULL,NULL,103751,NULL,50100
519481,52296,NULL,1786,393.42,393.42,USD,5190 / 52296,2019-10-24 00:00:00,2019-11-14 00:00:00,1,NULL,NULL,103752,NULL,50100
519482,52304,NULL,1786,501.45,501.45,USD,5190 / 52304,2019-10-28 00:00:00,2019-11-14 00:00:00,1,NULL,NULL,103753,NULL,50100
519483,52357,NULL,1753,179.8,179.8,USD,5232 / 52357,2019-11-08 00:00:00,2019-11-08 00:00:00,1,NULL,NULL,103756,NULL,50100
519484,52308,NULL,1945,243,243,USD,5201 / 52308,2019-10-29 00:00:00,2019-11-14 00:00:00,1,NULL,NULL,103754,NULL,50100
519485,52009,NULL,1886,310.56,310.56,USD,4964 / 52009,2019-10-30 00:00:00,2019-11-14 00:00:00,1,NULL,NULL,103755,NULL,50100
519514,52260,NULL,1934,980,980,USD,5157 / 52260,2019-10-03 00:00:00,2019-11-15 00:00:00,1,NULL,NULL,103759,NULL,50100
519540,52349,NULL,1466,10778.4,10778.4,USD,111519-3,2019-11-07 00:00:00,2019-11-18 00:00:00,1,NULL,NULL,103760,NULL,50100
519579,52186,10618,1290,250,250,USD,5104 / 52186,2019-11-01 00:00:00,2019-12-23 00:00:00,1,NULL,NULL,103846,NULL,50200
519656,52384,10619,1620,290,290,USD,918155,2019-11-21 00:00:00,2019-12-11 00:00:00,1,NULL,NULL,103823,NULL,50200
519671,52385,10620,1620,560,560,USD,922297,2019-11-25 00:00:00,2019-12-13 00:00:00,1,NULL,NULL,103831,NULL,50200
519724,52187,10622,1290,250,250,USD,5104 / 52187,2019-11-06 00:00:00,2019-12-31 00:00:00,1,NULL,NULL,103875,NULL,50200
519735,52309,10623,1139,-286.11,-286.11,USD,7625,2019-11-01 00:00:00,2019-11-01 00:00:00,1,NULL,NULL,103766,NULL,50200
519739,52309,NULL,1139,1386,1386,USD,7625,2019-11-01 00:00:00,2019-11-01 00:00:00,1,NULL,NULL,103766,NULL,50100
519741,52123,NULL,1306,4000,4000,USD,5790,2019-10-29 00:00:00,2019-11-20 00:00:00,1,NULL,NULL,103765,NULL,50100
519743,52299,NULL,1725,3310.4,3310.4,USD,2695-IN,2019-11-12 00:00:00,2019-12-06 00:00:00,1,NULL,NULL,103815,NULL,50100
519750,52343,NULL,1548,2833.2,2833.2,USD,164634,2019-11-19 00:00:00,2019-11-19 00:00:00,1,NULL,NULL,103761,NULL,50100
519753,52267,NULL,1548,-763.9,-763.9,USD,164634,2019-11-19 00:00:00,2019-11-19 00:00:00,1,NULL,NULL,103761,NULL,50100
519820,52315,NULL,1936,6458.72,6458.72,USD,26055007,2019-10-31 00:00:00,2019-11-21 00:00:00,1,NULL,NULL,103768,NULL,50100
519823,52346,NULL,1936,6603.36,6603.36,USD,26055057,2019-10-31 00:00:00,2019-11-21 00:00:00,1,NULL,NULL,103769,NULL,50100
519858,52195,NULL,1128,6732.85,6732.85,USD,25583,2019-11-06 00:00:00,2019-11-21 00:00:00,1,NULL,NULL,103778,NULL,50100
519865,52301,NULL,1928,534,534,USD,5195 / 52301,2019-11-04 00:00:00,2019-11-21 00:00:00,1,NULL,NULL,103780,NULL,50100
519866,52302,NULL,1928,506.4,506.4,USD,5196 / 52302,2019-11-04 00:00:00,2019-11-21 00:00:00,1,NULL,NULL,103781,NULL,50100
519867,52278,NULL,1865,718.21,718.21,USD,5175 / 52278,2019-10-14 00:00:00,2019-11-21 00:00:00,1,NULL,NULL,103782,NULL,50100
519872,52306,NULL,1292,6391.69,6391.69,USD,2526,2019-10-21 00:00:00,2019-11-21 00:00:00,1,NULL,NULL,103783,NULL,50100
519922,52393,10626,1620,700,700,USD,928417,2019-11-27 00:00:00,2020-01-09 00:00:00,1,NULL,NULL,103899,NULL,50200
519937,52381,10628,1181,600,600,USD,145046,2019-12-09 00:00:00,2019-12-23 00:00:00,1,NULL,NULL,103855,NULL,50200
519948,52394,10629,1620,1000,1000,USD,929722,2019-12-03 00:00:00,2019-12-11 00:00:00,1,NULL,NULL,103820,NULL,50200
519991,52351,10630,1534,800,800,USD,143284,2019-12-03 00:00:00,2019-12-10 00:00:00,1,NULL,NULL,103818,NULL,50200
520014,52365,NULL,1829,725.4,725.4,USD,2726443,2019-11-13 00:00:00,2019-11-22 00:00:00,1,NULL,NULL,103784,NULL,50100
520037,52366A,10631,1620,1425,1425,USD,909013,2019-11-21 00:00:00,2020-02-11 00:00:00,1,NULL,NULL,104047,NULL,50200
520160,52390,10625,1428,100,100,USD,5256 / 52390,2019-11-20 00:00:00,2019-12-24 00:00:00,1,NULL,NULL,103863,NULL,50200
520164,52404,10632,1629,655,655,USD,4182193,2019-11-26 00:00:00,2020-01-30 00:00:00,1,NULL,NULL,103994,NULL,50200
520168,52405,10633,1536,1690,1690,USD,I489328,2019-12-06 00:00:00,2019-12-19 00:00:00,1,NULL,NULL,103842,NULL,50200
520169,52405,10634,1567,50,50,USD,5271 / 52405,2019-12-06 00:00:00,2020-01-22 00:00:00,1,NULL,NULL,103955,NULL,50300
520174,52367,NULL,1879,7823.4,7823.4,USD,1173,2019-11-20 00:00:00,2019-11-26 00:00:00,1,NULL,NULL,103789,NULL,50100
520203,52399,10635,1629,1175,1175,USD,4182194,2019-12-06 00:00:00,2019-12-23 00:00:00,1,NULL,NULL,103850,NULL,50200
520204,52370,10636,1177,600,600,USD,13466439,2019-12-03 00:00:00,2019-12-12 00:00:00,1,NULL,NULL,103827,NULL,50200
520225,52386,10637,1495,1450,1450,USD,37971677-1,2019-12-03 00:00:00,2019-12-23 00:00:00,1,NULL,NULL,103848,NULL,50200
520296,52407,10639,1567,784.68,784.68,USD,5273 / 52407,2019-12-30 00:00:00,2020-02-12 00:00:00,1,NULL,NULL,104058,NULL,50300
520312,52311,NULL,1924,3142.5,3142.5,USD,5204 / 52311,2019-11-01 00:00:00,2019-11-26 00:00:00,1,NULL,NULL,103788,NULL,50100
520314,52186,NULL,1508,250,250,USD,5104 / 52186,2019-11-01 00:00:00,2019-11-26 00:00:00,1,NULL,NULL,103791,NULL,50100
520315,52293,NULL,1621,2645.5,2645.5,USD,5187 / 52293,2019-11-05 00:00:00,2019-11-26 00:00:00,1,NULL,NULL,103792,NULL,50100
520318,52217,1690,1515,151.82,151.82,USD,5127 / 52217,2019-09-20 00:00:00,2019-09-20 00:00:00,1,NULL,NULL,103793,NULL,50100
520319,52219,1691,1515,302.2,302.2,USD,5127 / 52219,2019-10-02 00:00:00,2019-10-02 00:00:00,1,NULL,NULL,103794,NULL,50100
520320,52326,NULL,1377,4138,4138,USD,5216 / 52326,2019-11-15 00:00:00,2019-11-27 00:00:00,1,NULL,NULL,103795,NULL,50100
520321,52325,NULL,1377,4198,4198,USD,5216 / 52325,2019-11-22 00:00:00,2019-11-27 00:00:00,1,NULL,NULL,103796,NULL,50100
520322,52316,NULL,1936,6464,6464,USD,5207 / 52316,2019-11-04 00:00:00,2019-11-27 00:00:00,1,NULL,NULL,103797,NULL,50100
520323,52347,NULL,1936,6254.24,6254.24,USD,5226 / 52347,2019-11-14 00:00:00,2019-11-27 00:00:00,1,NULL,NULL,103798,NULL,50100
520324,52312,NULL,1924,3499.5,3499.5,USD,5204 / 52312,2019-11-01 00:00:00,2019-11-27 00:00:00,1,NULL,NULL,103799,NULL,50100
520325,52345,NULL,1879,7595.4,7595.4,USD,5225 / 52345,2019-11-05 00:00:00,2019-11-27 00:00:00,1,NULL,NULL,103800,NULL,50100
520387,52217,10640,1495,1300,1300,USD,37188904-1,2019-09-20 00:00:00,2019-11-27 00:00:00,1,NULL,NULL,103801,NULL,50200
520400,52364,NULL,1860,9346.5,9346.5,USD,280563,2019-11-18 00:00:00,2019-12-03 00:00:00,1,NULL,NULL,103804,NULL,50100
520407,52388,NULL,1306,3675,3675,USD,5875,2019-11-20 00:00:00,2019-12-03 00:00:00,1,NULL,NULL,103805,NULL,50100
520441,52371,10642,1536,1350,1350,USD,1487064,2019-12-03 00:00:00,2019-12-31 00:00:00,1,NULL,NULL,103879,NULL,50200
520451,52389,10643,1536,550,550,USD,I487083,2019-12-03 00:00:00,2019-12-31 00:00:00,1,NULL,NULL,103882,NULL,50200
520497,52374,10645,1299,275,275,USD,5244 / 52374,2019-11-19 00:00:00,2019-12-31 00:00:00,1,NULL,NULL,103877,NULL,50200
520500,52374,10646,1901,-275,-275,USD,5244 / 52374,2019-11-19 00:00:00,2019-11-19 00:00:00,1,NULL,NULL,103856,NULL,50200
520504,52247,10647,1534,565,565,USD,143401,2019-12-04 00:00:00,2020-01-09 00:00:00,1,NULL,NULL,103907,NULL,50200
520571,52404,10648,1414,-211.24,-211.24,USD,OOCU7282340,2019-11-26 00:00:00,2019-11-26 00:00:00,1,NULL,NULL,103822,NULL,50200
520595,52404,NULL,1414,450,450,USD,OOCU7282340,2019-11-26 00:00:00,2019-11-26 00:00:00,1,NULL,NULL,103822,NULL,50100
520603,52382,NULL,1860,9306,9306,USD,5250 / 52382,2019-11-18 00:00:00,2019-12-03 00:00:00,1,NULL,NULL,103808,NULL,50100
520604,52322,NULL,1817,4191.93,4191.93,USD,5213 / 52322,2019-11-05 00:00:00,2019-12-03 00:00:00,1,NULL,NULL,103809,NULL,50100
520605,52313,NULL,1199,3529.8,3529.8,USD,5205 / 52313,2019-11-05 00:00:00,2019-12-03 00:00:00,1,NULL,NULL,103810,NULL,50600
520620,51965,NULL,1410,1800,1800,USD,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,50100
520637,52410,10651,1181,1300,1300,USD,145429,2019-12-06 00:00:00,2020-01-29 00:00:00,1,NULL,NULL,103980,NULL,50200
520643,52411,10652,1181,1300,1300,USD,144966,2019-12-12 00:00:00,2019-12-19 00:00:00,1,NULL,NULL,103844,NULL,50200
520649,52415,10653,1181,1060,1060,USD,145147,2019-12-30 00:00:00,2020-01-08 00:00:00,1,NULL,NULL,103887,NULL,50200
520692,52355,NULL,1936,6332.8,6332.8,USD,5226 / 52355,2019-11-13 00:00:00,2019-12-05 00:00:00,1,NULL,NULL,103812,NULL,50100
520693,51809,NULL,1796,104.78,104.78,USD,51809INV,2019-12-05 00:00:00,2019-12-05 00:00:00,1,NULL,NULL,103813,NULL,50100
520694,51809INV,10655,1796,-104.78,-104.78,USD,AP-OFFSET,2019-12-05 00:00:00,2019-12-05 00:00:00,1,NULL,NULL,103813,NULL,NULL
520695,51809INV,10654,1796,364.46,364.46,USD,AP-OFFSET,2019-12-05 00:00:00,2019-12-05 00:00:00,1,NULL,NULL,103813,NULL,NULL
520696,52323,NULL,1947,3743.4,3743.4,USD,5214 / 52323,2019-11-06 00:00:00,2019-12-05 00:00:00,1,NULL,NULL,103814,NULL,50100
520701,52376,10656,1620,1270,1270,USD,941670,2019-12-09 00:00:00,2019-12-19 00:00:00,1,NULL,NULL,103837,NULL,50200
520719,52247,10657,1137,-188.64,-188.64,USD,5148 / 52247,2019-12-04 00:00:00,2019-12-04 00:00:00,1,NULL,NULL,103934,NULL,50200
520756,52420,10658,1536,940,940,USD,I509714,2019-12-18 00:00:00,2020-01-08 00:00:00,1,NULL,NULL,103898,NULL,50200
520775,52421,10659,1620,845,845,USD,943520,2019-12-10 00:00:00,2019-12-19 00:00:00,1,NULL,NULL,103838,NULL,50200
520781,52247,NULL,1137,1465.48,1465.48,USD,5148 / 52247,2019-12-04 00:00:00,2019-12-04 00:00:00,1,NULL,NULL,103934,NULL,50100
520796,52398,10660,1534,525,525,USD,143523,2019-12-09 00:00:00,2020-01-08 00:00:00,1,NULL,NULL,103891,NULL,50200
520847,52431,10661,1620,670,670,USD,944927,2019-12-10 00:00:00,2019-12-19 00:00:00,1,NULL,NULL,103839,NULL,50200
520870,52408,10662,1534,750,750,USD,143542,2019-12-11 00:00:00,2019-12-31 00:00:00,1,NULL,NULL,103867,NULL,50200
520873,52413,10663,1534,995.5,995.5,USD,143546,2019-12-12 00:00:00,2019-12-23 00:00:00,1,NULL,NULL,103854,NULL,50200
520924,52379,10664,1534,650,650,USD,143570,2019-12-11 00:00:00,2020-01-08 00:00:00,1,NULL,NULL,103896,NULL,50200
520926,52380,10665,1534,650,650,USD,143573,2019-12-12 00:00:00,2019-12-23 00:00:00,1,NULL,NULL,103853,NULL,50200
520967,52432,10666,1620,1300,1300,USD,929982,2019-12-04 00:00:00,2019-12-23 00:00:00,1,NULL,NULL,103845,NULL,50200
520969,52319,10667,1534,250,250,USD,142878,2019-11-01 00:00:00,2019-12-10 00:00:00,1,NULL,NULL,103817,NULL,50200
521000,52342,10668,1702,-210,-210,USD,5222 / 52342,2019-11-25 00:00:00,2019-11-25 00:00:00,1,NULL,NULL,103865,NULL,50200
521008,52433,10669,1620,1395,1395,USD,948808,2019-12-12 00:00:00,2019-12-24 00:00:00,1,NULL,NULL,103857,NULL,50200
521017,52418,10670,1495,250,250,USD,38087225-1,2019-12-11 00:00:00,2020-01-22 00:00:00,1,NULL,NULL,103951,NULL,50200
521025,52422,10671,1620,1165,1165,USD,956866,2019-12-11 00:00:00,2020-01-30 00:00:00,1,NULL,NULL,103993,NULL,50200
521075,52432,NULL,1972,-850,-850,USD,52432INV,2019-12-10 00:00:00,2019-12-10 00:00:00,1,NULL,NULL,103819,NULL,50100
521076,52432INV,10672,1972,850,850,USD,AP-OFFSET,2019-12-10 00:00:00,2019-12-10 00:00:00,1,NULL,NULL,103819,NULL,NULL
521108,52416,10674,1181,750,750,USD,145088,2019-12-17 00:00:00,2019-12-31 00:00:00,1,NULL,NULL,103869,NULL,50200
521111,52417,10675,1181,750,750,USD,145047,2019-12-18 00:00:00,2019-12-31 00:00:00,1,NULL,NULL,103868,NULL,50200
521114,52426,10676,1181,750,750,USD,145177,2020-01-07 00:00:00,2020-01-15 00:00:00,1,NULL,NULL,103923,NULL,50200
521138,52342,NULL,1702,11263,11263,USD,5222 / 52342,2019-11-25 00:00:00,2019-11-25 00:00:00,1,NULL,NULL,103865,NULL,50100
521140,52374,NULL,1901,5941.15,5941.15,USD,5244 / 52374,2019-11-19 00:00:00,2019-11-19 00:00:00,1,NULL,NULL,103856,NULL,50100
521145,52403,NULL,1901,6075.54,6075.54,USD,210,2019-11-26 00:00:00,2019-12-11 00:00:00,1,NULL,NULL,103821,NULL,50100
521251,52439,10677,1536,940,940,USD,I512689,2019-12-30 00:00:00,2020-02-18 00:00:00,1,NULL,NULL,104086,NULL,50200
521264,52385,10678,1775,-220.36,-220.36,USD,52385INV,2019-12-13 00:00:00,2019-12-13 00:00:00,1,NULL,NULL,103828,NULL,50200
521273,52394,NULL,1466,2412.3,2412.3,USD,121119-4,2019-12-03 00:00:00,2019-12-12 00:00:00,1,NULL,NULL,103825,NULL,50100
521274,52353,NULL,1466,10189.8,10189.8,USD,121119-5,2019-11-19 00:00:00,2019-12-12 00:00:00,1,NULL,NULL,103826,NULL,50100
521301,52138,10679,1290,250,250,USD,5067 / 52138,2019-12-05 00:00:00,2020-01-16 00:00:00,1,NULL,NULL,103936,NULL,50200
521311,52438,10680,1620,460,460,USD,955263,2019-12-17 00:00:00,2020-01-08 00:00:00,1,NULL,NULL,103897,NULL,50200
521350,52395,NULL,1128,10351.9,10351.9,USD,25611,2019-11-25 00:00:00,2019-12-13 00:00:00,1,NULL,NULL,103830,NULL,50100
521352,52393,NULL,1548,2952,2952,USD,166499,2019-11-27 00:00:00,2019-11-27 00:00:00,1,NULL,NULL,103834,NULL,50100
521368,52161,10498,1299,800,800,USD,082719-2JB,2019-09-04 00:00:00,2019-12-13 00:00:00,1,NULL,NULL,103829,NULL,50200
521395,52385,NULL,1775,-363.9,-363.9,USD,52385INV,2019-12-13 00:00:00,2019-12-13 00:00:00,1,NULL,NULL,103828,NULL,50100
521396,52385INV,10682,1775,363.9,363.9,USD,AP-OFFSET,2019-12-13 00:00:00,2019-12-13 00:00:00,1,NULL,NULL,103828,NULL,NULL
521397,52385INV,10681,1775,220.36,220.36,USD,AP-OFFSET,2019-12-13 00:00:00,2019-12-13 00:00:00,1,NULL,NULL,103828,NULL,NULL
521431,52288,NULL,1937,2888.08,2888.08,USD,2710,2019-11-11 00:00:00,2019-12-13 00:00:00,1,NULL,NULL,103833,NULL,50100
521442,52410,NULL,1843,150,150,USD,5276 / 52410,2019-12-06 00:00:00,2019-12-13 00:00:00,1,NULL,NULL,103832,NULL,50100
521500,52402,10683,1534,985,985,USD,143662,2019-12-16 00:00:00,2020-01-09 00:00:00,1,NULL,NULL,103908,NULL,50200
521525,52405,NULL,1939,4082.5,4082.5,USD,116612,2019-12-06 00:00:00,2019-12-19 00:00:00,1,NULL,NULL,103840,NULL,50100
521537,52400,10684,1536,950,950,USD,I510067,2019-12-19 00:00:00,2020-01-22 00:00:00,1,NULL,NULL,103956,NULL,50200
521542,52421,NULL,1865,181.8,181.8,USD,101431,2019-12-10 00:00:00,2019-12-19 00:00:00,1,NULL,NULL,103841,NULL,50100
521596,52423,10685,1620,1015,1015,USD,956478,2019-12-19 00:00:00,2020-01-29 00:00:00,1,NULL,NULL,103973,NULL,50200
521610,52446,10686,1620,3345,3345,USD,977181,2020-01-06 00:00:00,2020-02-05 00:00:00,1,NULL,NULL,104019,NULL,50200
521624,52443,10687,1620,700,700,USD,955025,2019-12-30 00:00:00,2020-01-22 00:00:00,1,NULL,NULL,103947,NULL,50200
521686,52448,10688,1550,750,750,USD,NTG-2756988,2020-01-03 00:00:00,2020-01-09 00:00:00,1,NULL,NULL,103903,NULL,50200
521700,52436,10689,1534,800,800,USD,143741,2019-12-30 00:00:00,2020-01-09 00:00:00,1,NULL,NULL,103906,NULL,50200
521737,52294,1702,1548,-630,-630,USD,166499,2019-11-27 00:00:00,2019-11-27 00:00:00,1,NULL,NULL,103834,NULL,50100
521754,52450,10690,1536,950,950,USD,I511146,2019-12-19 00:00:00,2020-01-08 00:00:00,1,NULL,NULL,103895,NULL,50200
521778,52418,10691,1971,-160.56,-160.56,USD,5282 / 52418,2019-12-11 00:00:00,2019-12-11 00:00:00,1,NULL,NULL,103858,NULL,50200
521794,52418,NULL,1971,300,300,USD,5282 / 52418,2019-12-11 00:00:00,2019-12-11 00:00:00,1,NULL,NULL,103858,NULL,50100
521907,52396,10693,1620,490,490,USD,959314,2019-12-26 00:00:00,2020-02-03 00:00:00,1,NULL,NULL,104005,NULL,50200
521916,52400,10694,1967,338.97,338.97,USD,23058,2019-12-19 00:00:00,2019-12-19 00:00:00,1,NULL,NULL,103849,NULL,50200
521927,52400,NULL,1967,12554.56,12554.56,USD,23058,2019-12-19 00:00:00,2019-12-19 00:00:00,1,NULL,NULL,103849,NULL,50100
521942,52187,NULL,1508,250,250,USD,5104 / 52187,2019-11-06 00:00:00,2019-12-23 00:00:00,1,NULL,NULL,103851,NULL,50100
521943,52380,NULL,1645,10356.25,10356.25,USD,1207,2019-12-12 00:00:00,2019-12-23 00:00:00,1,NULL,NULL,103852,NULL,50100
521954,52408,NULL,1782,400,400,USD,5274 / 52408,2019-12-11 00:00:00,2019-12-24 00:00:00,1,NULL,NULL,103859,NULL,50100
521955,52399,NULL,1965,400,400,USD,5265 / 52399,2019-12-06 00:00:00,2019-12-24 00:00:00,1,NULL,NULL,103860,NULL,50100
521956,52392,NULL,1860,6755.3,6755.3,USD,5258 / 52392,2019-11-28 00:00:00,2019-12-24 00:00:00,1,NULL,NULL,103861,NULL,50100
521957,52376,NULL,1515,302.4,302.4,USD,5245 / 52376,2019-12-09 00:00:00,2019-12-24 00:00:00,1,NULL,NULL,103862,NULL,50100
521958,52411,NULL,1843,150,150,USD,5277 / 52411,2019-12-12 00:00:00,2019-12-24 00:00:00,1,NULL,NULL,103864,NULL,50100
522084,52377,10695,1536,1390,1390,USD,I520916,2019-12-20 00:00:00,2020-01-08 00:00:00,1,NULL,NULL,103894,NULL,50200
522094,52437,10696,1181,750,750,USD,145178,2019-12-30 00:00:00,2020-01-22 00:00:00,1,NULL,NULL,103961,NULL,50200
522114,52440B,10697,1620,705,705,USD,965660,2019-12-26 00:00:00,2020-01-08 00:00:00,1,NULL,NULL,103889,NULL,50200
