ref,role,user_id,alias,name-check (internal),name,street,street2,city,state_id,zip,country
1812,Expense,,RELIABLE TRANSPORTATION SOLUTIONS,TRUE,RELIABLE TRANSPORTATION SOLUTIONS,463 OHIO PIKE,SUITE 302,CINCINNATI,OH,45255,United States
1299,"Customer,Supplier,Expense",Arthur Buyanovskiy,JB PLASTICS,TRUE,JB PLASTICS,PO Box 100,,Enon,OH,45323,United States
1981,Customer,Arthur Buyanovskiy,POLYSOURCE INC,TRUE,POLYSOURCE INC,PO Box 916,555 E Statler Rd,Piqua,OH,45356,United States
1700,"Customer,Supplier,Expense",,INDUSTRIAL RECYCLERS,TRUE,INDUSTRIAL RECYCLERS,PO Box 4687,,Sidney,OH,45365,United States
1306,"Customer,Supplier,Expense",,MONTGOMERY PAPER CO,TRUE,MONTGOMERY PAPER CO,400 E FOURTH ST,,DAYTON,OH,45402,United States
1650,Expense,,KINGS TRANSFER INC,TRUE,KINGS TRANSFER INC,417 San Jose Street,,Dayton,OH,45403,United States
2326,"Customer,Supplier,Expense",,THERMOPLASTIC TRADING INC,TRUE,THERMOPLASTIC TRADING INC,707 Miamisburg-Centerville Rd.,Box 248,Dayton,OH,45459,United States
2398,"Customer,Expense",Igor Beylin,PURECYCLE TECHNOLOGIES INC FEU,TRUE,PURECYCLE TECHNOLOGIES INC FEU,925 County Rd 1A,,Ironton,OH,45638,United States
2345,"Customer,Expense",,PIKE PLASTICS RECYCLING LLC,TRUE,PIKE PLASTICS RECYCLING LLC,479 Industrial Park Dr,,Waverly,OH,45690,United States
1565,"Customer,Expense",,MONDO POLYMER TECHNOLOGIES INC,TRUE,MONDO POLYMER TECHNOLOGIES INC,PO BOX 250,,Reno,OH,45773,United States
2027,Supplier,Igor Beylin,TAMCO MFG / US PLASTICS,TRUE,TAMCO MFG / US PLASTICS,1390 Neubrecht Rd,,Lima,OH,45801,United States
1815,Supplier,,UNITED STATES PLASTIC CORP,TRUE,UNITED STATES PLASTIC CORP,1390 Neubrecht Rd.,,Lima,OH,45801,United States
2321,Expense,,UNITED STATES PLASTIC CORPORATION,TRUE,UNITED STATES PLASTIC CORPORATION,1390 Neubrecht Rd,,Lima,OH,45801,United States
1193,"Customer,Supplier",Arthur Akopyan,ALLEN COUNTY RECYCLERS INC,TRUE,ALLEN COUNTY RECYCLERS INC,PO Box 1264,541 South Central,Lima,OH,45802,United States
1101,Customer,,ADVANCED DRAINAGE SYSTEMS,TRUE,ADVANCED DRAINAGE SYSTEMS,"401 Olive St,",,Findlay,OH,45840,United States
1716,"Customer,Expense",,DIMEX,TRUE,DIMEX,28305 State Route 7 North,,Marietta,OH,,United States
2141,"Supplier,Expense",Igor Beylin,CIRCLE PACKAGING CO,TRUE,CIRCLE PACKAGING CO,3847 Edwards Rd,,Newtown,OH,45244-2408,United States
1177,Expense,,TOTAL QUALITY LOGISTICS,TRUE,TOTAL QUALITY LOGISTICS,P.O. Box 634558,,Cincinnati,OH,45263-4558,United States
1137,"Customer,Supplier,Expense",,PADNOS,TRUE,PADNOS,PO Box 638748,,Cincinnati,OH,45263-8748,United States
1902,"Supplier,Expense",Tiffany White,ENTERPRIZE CONTAINER CORP,TRUE,ENTERPRIZE CONTAINER CORP,Lockbox # 646404,PO BOX 646404,Cincinnati,OH,45264-6404,United States
1446,"Customer,Supplier,Expense",,VAN WERT SOLID WASTE,TRUE,VAN WERT SOLID WASTE,1135 N. Washington,,Van Wert,OH,45891-9491,United States
2475,Expense,,TRUCK STOP 40 LLC,TRUE,TRUCK STOP 40 LLC,11558 N 1900 Rd,,Sayre,OK,73662,United States
2026,"Customer,Supplier,Expense",Tiffany White,CHOCTAW NATION RECYCLING CENTER,TRUE,CHOCTAW NATION RECYCLING CENTER,3108 Enterprise Drive,,Durant,OK,74701-1922,United States
2375,"Customer,Supplier,Expense",,JC POLYMER,TRUE,JC POLYMER,481 Welham Rd,Unit 14,Barrie,ON,L4N 8Z6,United States
2353,Expense,,NORTH PLUS LOGISTICS,TRUE,NORTH PLUS LOGISTICS,PO Box 36117,RPO Northgate,Brampton,ON,L6S 6A3,United States
2348,"Customer,Supplier,Expense",Arthur Buyanovskiy,ECOLOGY RECYCLING & CONSULTING INC,TRUE,ECOLOGY RECYCLING & CONSULTING INC,95 Hedgedale Rd,Unit 4,Brampton,ON,L6T 5P3,United States
2577,"Supplier,Expense",Igor Beylin,TOTAL RECYCLING SOLUTIONS,TRUE,TOTAL RECYCLING SOLUTIONS,3153 Steeles Avenue West,,Milton,ON,L9T 2V4,United States
1200,Supplier,Arthur Akopyan,CASCADES RECOVERY,TRUE,CASCADES RECOVERY,66 Shorncliffe Road,,Toronto,ON,M8Z 5K1,United States
1926,"Supplier,Expense",Igor Beylin,THE REMM GROUP,TRUE,THE REMM GROUP,217 Terrace Hill Street,Unit B10,Brantford,ON,N3R 1G8,United States
2585,"Customer,Expense",Igor Beylin,NOVA CHEMICALS,TRUE,NOVA CHEMICALS,PO BOX 3070,,Sarnia,ON,N7T 8E3,United States
1668,"Customer,Expense",Igor Beylin,GREEN PROCESSING COMPANY INC,TRUE,GREEN PROCESSING COMPANY INC,2249 South Cameron Blvd,,Windsor,ON,N9B 3P6,United States
2285,"Customer,Supplier,Expense",Igor Beylin,PIONEER RECYCLING SERVICES LLC,TRUE,PIONEER RECYCLING SERVICES LLC,Attn:  Accounts Receivable,16810 SE 120th Avenue,Clackamas,OR,97015,United States
1641,"Customer,Expense",,NOVOLEX,TRUE,NOVOLEX,PO Box 5714,,Portland,OR,97228,United States
1454,"Supplier,Expense",Igor Beylin,FAR WEST FIBERS INC,TRUE,FAR WEST FIBERS INC,PO Box 20669,,Portland,OR,97294,United States
1574,Expense,,TRANSTECH INC,TRUE,TRANSTECH INC,1126 Gateway Loop,Suite 140,Springfield,OR,97477,United States
2496,"Supplier,Expense",Mack McMurray,TOMSON SCRAP METAL,TRUE,TOMSON SCRAP METAL,PO Box 102,1100 6th Ave,Brackenridge,PA,15014,United States
2279,"Supplier,Expense",,PITT PENN RECYCLING CO LLC,TRUE,PITT PENN RECYCLING CO LLC,426 Freeport Road,PO Box 276,Creighton,PA,15030,United States
2282,"Supplier,Expense",,M DAVIS GROUP,TRUE,M DAVIS GROUP,2300 Palmer St,,Pittsburgh,PA,15218,United States
2245,"Supplier,Expense",,ALLEGHENY RECYCLED PRODUCTS,TRUE,ALLEGHENY RECYCLED PRODUCTS,"4201 Grand Ave, Ste 1",,Pittsburg,PA,15225,United States
1351,Supplier,Ricardo Pereira,GREENSTAR RECYCLING - PITTSBURGH,TRUE,GREENSTAR RECYCLING - PITTSBURGH,4100 Grand Ave,,Pittsburgh,PA,15225,United States
1215,"Customer,Supplier,Expense",,EKMAN RECYCLING,TRUE,EKMAN RECYCLING,P.O. Box 644238,,Pittsburgh,PA,15264,United States
2136,"Supplier,Expense",Ricardo Pereira,GATEWAY RECYCLING,TRUE,GATEWAY RECYCLING,28 Summit Park Dr.,,Pittsburgh,PA,15275,United States
2236,"Customer,Supplier,Expense",Tiffany White,UNIVERSAL PLASTICS PURCHASING,TRUE,UNIVERSAL PLASTICS PURCHASING,59 Bay Hill Drive,,Latrobe,PA,15650,United States
1756,"Supplier,Expense",Ricardo Pereira,ELK COUNTY SOLID WASTE AUTHORITY,TRUE,ELK COUNTY SOLID WASTE AUTHORITY,850 Washington Street,,St Marys,PA,15857,United States
1856,"Supplier,Expense",Ricardo Pereira,KEYSTONE POWDERED METAL COMPANY,TRUE,KEYSTONE POWDERED METAL COMPANY,251 State Street,,St Mary's,PA,15857,United States
1892,"Supplier,Expense",Ricardo Pereira,CONTAINERS N PALLETS LLC,TRUE,CONTAINERS N PALLETS LLC,100 South Stateline Rd,,Pulaski,PA,16143,United States
2190,"Customer,Expense",Arthur Buyanovskiy,REGENEX,TRUE,REGENEX,P.O Box 608,West Middlesex,,PA,16159,United States
2346,"Supplier,Expense",Ricardo Pereira,ARMSTRONG RECYCLING CENTER,TRUE,ARMSTRONG RECYCLING CENTER,402 Market Street,,kittaning,PA,16201,United States
2524,"Supplier,Expense",Igor Beylin,ENGINEERED PLASTICS,TRUE,ENGINEERED PLASTICS,1367 W 12th Street,,Erie,PA,16501,United States
1749,"Supplier,Expense",Ricardo Pereira,CENTRE COUNTY RECYCLING & REFUSE,TRUE,CENTRE COUNTY RECYCLING & REFUSE,253 Transfer Road,,Bellefonte,PA,16823,United States
2509,"Customer,Supplier,Expense",Arthur Akopyan,PEACHEY PALLET,TRUE,PEACHEY PALLET,5278 Brush Valley Rd,,Rebersburg,PA,16872,United States
2228,"Supplier,Expense",Igor Beylin,PENN PALLET INC,TRUE,PENN PALLET INC,553 Indpendent Rd,,Greensburg,PA,16881,United States
2552,"Supplier,Expense",Igor Beylin,CARGILL,TRUE,CARGILL,2700 Yetter Ct,,Camp Hill,PA,17011,United States
1717,"Supplier,Expense",Ricardo Pereira,CONSOLIDATED SCRAP RESOURCE INC,TRUE,CONSOLIDATED SCRAP RESOURCE INC,328 N 14th St,,Lebanon,PA,17046,United States
2503,"Supplier,Expense",Ricardo Pereira,INDUSTRIAL PALLET CORP,TRUE,INDUSTRIAL PALLET CORP,255 N Carlisle St,,Greencastle,PA,17225,United States
2587,"Supplier,Expense",Ricardo Pereira,PRO PALLET LLC,TRUE,PRO PALLET LLC,1730 Butter Rd,,Dover,PA,17315,United States
1364,Supplier,Igor Beylin,PENN WASTE RECYCLING,TRUE,PENN WASTE RECYCLING,PO BOX 3066,,YORK,PA,17402,United States
2461,"Customer,Supplier,Expense",Ricardo Pereira,FOUR SEASONS PRODUCE,TRUE,FOUR SEASONS PRODUCE,400 Wabash Rd,,Ephrata,PA,17522,United States
1331,Supplier,Igor Beylin,ZOOK'S PLASTIC RECOVERY,TRUE,ZOOK'S PLASTIC RECOVERY,183  S.Farmersville Rd.,,Leola,PA,17540,United States
1986,Customer,,TRIGON PLASTICS LLC,TRUE,Trigon Plastics LLC,172 Orlan Road,,New Holland,PA,17557,United States
1617,Expense,,MARK UPDEGRAFF TRUCKING INC,TRUE,MARK UPDEGRAFF TRUCKING INC,215 Reading Ave,,Williamsport,PA,17701,United States
1703,"Supplier,Expense",Ricardo Pereira,STAIMAN RECYCLING CORP,TRUE,STAIMAN RECYCLING CORP,PO Box 1235,,Williamsport,PA,17703,United States
1613,"Supplier,Expense",Ricardo Pereira,LYCOMING COUNTY RESOURCE MNGT SERVICES,TRUE,LYCOMING COUNTY RESOURCE MNGT SERVICES,PO BOX 187,,Montgomery,PA,17752,United States
2446,"Supplier,Expense",Igor Beylin,EMPIRE KOSHER POULTRY,TRUE,EMPIRE KOSHER POULTRY,370 Mattern Rd,,Beaver Springs,PA,17812,United States
2093,"Supplier,Expense",Ricardo Pereira,KEYSTONE PALLET AND RECYCLING LLC,TRUE,KEYSTONE PALLET AND RECYCLING LLC,13 Industrial Rd. Building 4,,Milton,PA,17847,United States
1946,Expense,,FCI SCHUYLKILL/ UNICOR RECYCLING,TRUE,FCI SCHUYLKILL/ UNICOR RECYCLING,I-81(exit 116) & Rt 901 West,,Minersville,PA,17954,United States
2493,"Supplier,Expense",Igor Beylin,AAA PLASTICS & PAPER RECYCLING,TRUE,AAA PLASTICS & PAPER RECYCLING,PO Box 147,,Bath,PA,18014,United States
1702,"Customer,Supplier,Expense",Ricardo Pereira,IHC TRADING,TRUE,IHC TRADING,PO Box 601,,Bethlehem,PA,18016,United States
1747,"Customer,Supplier,Expense",Ricardo Pereira,PALLET PRO INC,TRUE,PALLET PRO INC,2121 Willow park Rd,,Bethlehem,PA,18020,United States
1490,Expense,,DST EXPRESS INC,TRUE,DST EXPRESS INC,8942 Pathfinder Rd,,Breinigsville,PA,18031,United States
1791,"Supplier,Expense",Ricardo Pereira,QRH POLYMERS,TRUE,QRH POLYMERS,400 Island Park Rd,Bldg 28,Easton,PA,18042,United States
2201,"Customer,Supplier,Expense",Ricardo Pereira,HESS WOOD RECYCLING INC,TRUE,HESS WOOD RECYCLING INC,2357 Newlins Mill Rd,,Easton,PA,18045,United States
1678,"Customer,Supplier,Expense",,KJ PLASTICS INC,TRUE,KJ PLASTICS INC,105 Gravel Pike,,Green Lane,PA,18054,United States
2147,"Supplier,Expense",Ricardo Pereira,NAZARETH PALLET COMPANY,TRUE,NAZARETH PALLET COMPANY,800 Held Dr,,Northampton,PA,18067,United States
1855,"Supplier,Expense",Ricardo Pereira,PLASTIC WORLD RECYCLING INC,TRUE,PLASTIC WORLD RECYCLING INC,700 lehigh Street,,Palmerton,PA,18071,United States
1533,Supplier,Igor Beylin,CONCORD PLASTICS INC,TRUE,CONCORD PLASTICS INC,225 Jaycee Drive,,West Hazleton,PA,18202,United States
1610,"Customer,Supplier,Expense",,ULTRA POLY CORPORATION,TRUE,ULTRA POLY CORPORATION,102 Demi Rd,P.O. Box 330,Portland,PA,18351,United States
1769,"Supplier,Expense",Ricardo Pereira,DK TRADING CORPORATION,TRUE,DK TRADING CORPORATION,PO Box E,,Clarks Summit,PA,18411,United States
1333,Supplier,Ricardo Pereira,ANTHRACITE AUTO PARTS,TRUE,ANTHRACITE AUTO PARTS,900 S 5th avenue,,Scranton,PA,18504,United States
2435,"Customer,Expense",Igor Beylin,L & S PLASTICS INC,TRUE,L & S PLASTICS INC,1120 Oak Hill Road,,Mountain Top,PA,18707,United States
2149,"Supplier,Expense",,TIMI PLASTICS INC,TRUE,TIMI PLASTICS INC,4 South River Street,,Towanda,PA,18848,United States
2485,"Supplier,Expense",Igor Beylin,COMPLETE LIQUIDATORS,TRUE,COMPLETE LIQUIDATORS,2207 Radcliffe St,Dock B,Bristol,PA,19007,United States
2395,"Supplier,Expense",Ricardo Pereira,CORPORATE GRIND LLC,TRUE,CORPORATE GRIND LLC,PO BOX 594,,Bristol,PA,19007,United States
2063,Supplier,Ricardo Pereira,MOLDAMATIC LLC,TRUE,MOLDAMATIC LLC,29 Noeland Ave,,Penndel,PA,19047,United States
1285,Supplier,Ricardo Pereira,ACCURATE PAPER RECYCLING,TRUE,ACCURATE PAPER RECYCLING,508 E Baltimore Ave,,Lansdowne,PA,19050,United States
2365,Expense,,CL FREIGHTS,TRUE,CL FREIGHTS,"8102 W Chester Pike, Ste 105",,Upper Darby,PA,19082,United States
1524,"Supplier,Expense",Arthur Akopyan,UNITED STATES RECYCLING,TRUE,UNITED STATES RECYCLING,6101 Tacony Street,,Philadelphia,PA,19135,United States
1418,"Customer,Supplier",Ricardo Pereira,REVOLUTION RECOVERY LLC,TRUE,REVOLUTION RECOVERY LLC,7333 Milnor St,,Philadelphia,PA,19136,United States
2024,"Customer,Supplier,Expense",Ricardo Pereira,VEPAR LLC,TRUE,VEPAR LLC,PO BOX 2376,,Frazer,PA,19355,United States
1527,"Supplier,Expense",Ricardo Pereira,TOTAL RECYCLE INC,TRUE,TOTAL RECYCLE INC,ATT: ANGIE BRIDI,2650 Audobon Road,Audobon,PA,19403,United States
2420,"Customer,Expense",,NATIONAL BOX EXCHANGE INC,TRUE,NATIONAL BOX EXCHANGE INC,209 Crystal Ct,,Blue Bell,PA,19422,United States
1757,"Customer,Supplier,Expense",Ricardo Pereira,PHILADELPHIA PLASTIC RECYCLING,TRUE,PHILADELPHIA PLASTIC RECYCLING,1013 Conshohocken Road,suite 209,Conshohocken,PA,19428,United States
1694,"Supplier,Expense",Ricardo Pereira,RAPID RECYCLING,TRUE,RAPID RECYCLING,5 Brower Ave,,Oaks,PA,19456,United States
1510,"Supplier,Expense",Igor Beylin,COUGLES RECYCLING INC,TRUE,COUGLES RECYCLING INC,1000 South 4th Street,,Hamburg,PA,19526,United States
2449,"Customer,Supplier,Expense",Igor Beylin,BYHEART,TRUE,BYHEART,61 Vanguard Drive,,Reading,PA,19606,United States
1788,"Supplier,Expense",Ricardo Pereira,DIAMOND K INC,TRUE,DIAMOND K INC,900 Battle Street,,Scranton,PA,,United States
2242,"Supplier,Expense",Ricardo Pereira,PREMIER METAL & RECYCLING INC,TRUE,PREMIER METAL & RECYCLING INC,1013 Delaum Rd,,St Mary's,PA,15857-3359,United States
2427,Expense,,STANDARD LOGISTICS,TRUE,STANDARD LOGISTICS,PO Box 7247-6705,,Philadelphia,PA,19170-0001,United States
1766,"Supplier,Expense",Ricardo Pereira,ATLAS PALLET CORP,TRUE,ATLAS PALLET CORP,50 Old Mill Street,,Mohegan,RI,2830,United States
2517,"Customer,Supplier,Expense",Ricardo Pereira,OCEAN STATE JOBBERS,TRUE,OCEAN STATE JOBBERS,375 Commerce Park Road,,North Kingstown,RI,2852,United States
2401,"Supplier,Expense",Ricardo Pereira,BERGER RECYCLING,TRUE,BERGER RECYCLING,126 Front Street,,Pawtucket,RI,2860,United States
1785,"Customer,Supplier,Expense",Ricardo Pereira,LOST BROTHERS PALLET CORP,TRUE,LOST BROTHERS PALLET CORP,PO Box 485,,Woonsocket,RI,2895,United States
2531,"Supplier,Expense",Ricardo Pereira,HANSEN PALLET CO,TRUE,HANSEN PALLET CO,1334 Elbert Taylor Rd,,Pelion,SC,29123,United States
1975,"Customer,Supplier,Expense",,HODGE DISTRIBUTION & LOGISTICS,TRUE,HODGE DISTRIBUTION & LOGISTICS,2075 Lynette Drive,,Sumter,SC,29154,United States
2617,"Supplier,Expense",Igor Beylin,CAPITAL RECOVERY SERVICES,TRUE,CAPITAL RECOVERY SERVICES,117 Littlejohn St,,Spartanburg,SC,29301,United States
2179,"Supplier,Expense",Igor Beylin,LNT PALLET COMPANY,TRUE,LNT PALLET COMPANY,2994 Fairforest Clevedale Rd,,Spartanburg,SC,29301,United States
1846,"Supplier,Expense",Igor Beylin,A PLUS PALLET CO LLC,TRUE,A PLUS PALLET CO LLC,120 Sun N Sand Rd,,Spartanburg,SC,29303,United States
2340,"Supplier,Expense",Igor Beylin,NORMAN TEXTILE SALES,TRUE,NORMAN TEXTILE SALES,1 Bomar St,,Inman,SC,29349,United States
2119,"Supplier,Expense",Arthur Buyanovskiy,BLACKROCK PLASTICS LLC,TRUE,BLACKROCK PLASTICS LLC,215 East Bay Street,Suite 301,Charleston,SC,29401,United States
2010,Supplier,Igor Beylin,GLOBAL RECOVERY LLC,TRUE,GLOBAL RECOVERY LLC,139 Pioneer Gym Rd,,Harleyville,SC,29448,United States
2536,"Customer,Supplier,Expense",Igor Beylin,POWER PLASTIC RECYCLING,TRUE,POWER PLASTIC RECYCLING,PO Box 431,,Johns Island,SC,29457,United States
2628,"Supplier,Expense",Igor Beylin,PACKIQ,TRUE,PACKIQ,2274 Volvo Car Drive,,Ridgeville,SC,29472,United States
1709,"Supplier,Expense",Igor Beylin,HORRY COUNTY SOLID WASTE AUTHORITY,TRUE,HORRY COUNTY SOLID WASTE AUTHORITY,P.O. Box 1664,,Conway,SC,29528,United States
2458,Supplier,Igor Beylin,POLYTECH RESOURCES LLC,TRUE,POLYTECH RESOURCES LLC,806 Lamar Highway,,Darlington,SC,29532,United States
1870,"Customer,Expense",,HILEX POLY,TRUE,HILEX POLY,101 E Carolina Avenue,,Hartville,SC,29550,United States
1739,Expense,,UCW LOGISTICS LLC,TRUE,UCW LOGISTICS LLC,325 W McBee Ave,,Greenville,SC,29601,United States
2618,"Customer,Supplier,Expense",Arthur Akopyan,PHARMACEUTICAL ASSOCIATES,TRUE,PHARMACEUTICAL ASSOCIATES,1700 Perimeter Road,,Greenville,SC,29605,United States
1972,"Customer,Supplier",,HILTON DISPLAYS,TRUE,HILTON DISPLAYS,125 Hillside Dr,,Greenville,SC,29607,United States
2629,"Customer,Expense",Igor Beylin,ATD INC,TRUE,ATD INC,715 Rutherford Road,,Greenville,SC,29609,United States
1607,"Customer,Supplier,Expense",,RECOVER USA,TRUE,RECOVER USA,191 Clear Springs Ct,,Greer,SC,29651,United States
1976,"Customer,Supplier,Expense",,CATAWBA PLASTICS,TRUE,CATAWBA PLASTICS,3007 Pickney Road,,CHESTER,SC,29706,United States
2499,"Supplier,Expense",,GAF,TRUE,GAF,902 Old Richburg Rd,,Chester,SC,29706,United States
1292,"Customer,Supplier,Expense",,CHS PLASTICS INC,TRUE,CHS PLASTICS INC,1750 Hwy 160 West,Suite 101-166,Fort Mill,SC,29708,United States
1875,"Customer,Supplier,Expense",Arthur Akopyan,FAST GROWING TREES,TRUE,FAST GROWING TREES,2621 Old Nation Rd,,Fort Mill,SC,29715,United States
2276,"Customer,Expense",,SUN FIBER LLC,TRUE,SUN FIBER LLC,1247 Frederic Drive,,Richburg,SC,29729,United States
2142,"Customer,Supplier,Expense",Igor Beylin,UPSTREAM RECYCLING,TRUE,UPSTREAM RECYCLING,581 Rainbow Falls Rd,,Granville,SC,29829,United States
2441,"Customer,Supplier,Expense",Mack McMurray,DOUG HEIRS,TRUE,DOUG HEIRS,788 Chert Quarry Rd,,Martin,SC,29836,United States
1884,"Customer,Supplier,Expense",Igor Beylin,FORT JACKSON ARMY BASE,TRUE,FORT JACKSON ARMY BASE,3392 Magruder Ave.,DFMWR / Qualified Recycling Program (QRP),Columbia,SC,29207-5608,United States
1731,"Supplier,Expense",Tiffany White,MILLENNIUM RECYCLING,TRUE,MILLENNIUM RECYCLING,305 E 50th St N,,Sioux Falls,SD,57104,United States
1947,"Supplier,Expense",Tiffany White,LASKO DISTRIBUTION CENTER,TRUE,LASKO DISTRIBUTION CENTER,300 Confederate Dr,,Franklin,TN,37064,United States
1250,Supplier,Arthur Akopyan,PEFORMANCE FOOD GROUP - TN,TRUE,PEFORMANCE FOOD GROUP - TN,825 Maddox-Simpson Pkwy,,Lebanon,TN,37087,United States
2036,"Customer,Supplier",Tiffany White,ALLAN COMPANY,TRUE,ALLAN COMPANY,13 Athletes Way,,Mt Juliet,TN,37122,United States
2479,"Supplier,Expense",,ITNOLAP PALLET,TRUE,ITNOLAP PALLET,1142 Haley Road,,Murfreesboro,TN,37129,United States
1238,Supplier,Arthur Akopyan,MID-SOUTH RECYCLING,TRUE,MID-SOUTH RECYCLING,1022 Industrial Park Rd,,New Johnsonville,TN,37134,United States
2229,"Customer,Expense",,INGRAM EXPRESS SERVICES,TRUE,INGRAM EXPRESS SERVICES,337 Hill Ave,,NASHVILLE,TN,37210,United States
2133,Expense,,M & W LOGISTICS GROUP INC,TRUE,M & W LOGISTICS GROUP INC,1110 Pumping Station Road,,Nashville,TN,37210,United States
1786,"Customer,Supplier,Expense",Arthur Akopyan,PLANET RECYCLING,TRUE,PLANET RECYCLING,PO Box 150887,,Nashville,TN,37215,United States
2073,Supplier,Tiffany White,ELORA PALLET,TRUE,ELORA PALLET,641 Donaldson Grove Rd.,,Elora,TN,37328,United States
1494,"Supplier,Expense",Arthur Akopyan,ISUSTAIN INC,TRUE,ISUSTAIN INC,PO Box 700,,Soddy Daisy,TN,37384,United States
2204,"Supplier,Expense",Tiffany White,CCR IND LLC,TRUE,CCR IND LLC,PO Box 1411,,Tullahoma,TN,37388,United States
1941,"Customer,Supplier",Tiffany White,COFFEE COUNTY RECYCLING CENTER,TRUE,COFFEE COUNTY RECYCLING CENTER,101 Wilson St.,,Tullahoma,TN,37388,United States
2606,"Supplier,Expense",Lindsey Malyavko,HAMILTON PLASTICS INC,TRUE,HAMILTON PLASTICS INC,2641 Riverport Rd,,Chattanooga,TN,37406,United States
1555,Expense,,LOGISTICS MADE SIMPLE INC,TRUE,LOGISTICS MADE SIMPLE INC,2115 Chapman Road,Suite 107,Chattanooga,TN,37421,United States
2148,"Supplier,Expense",Tiffany White,LIGHTING RESOURCES INC,TRUE,LIGHTING RESOURCES INC,2212 Buffalo Rd,Suite 100,Johnson City,TN,37604,United States
1225,Supplier,Arthur Akopyan,GREENEVILLE IRON & METALS,TRUE,GREENEVILLE IRON & METALS,PO Box 1718,,Greeneville,TN,37744,United States
2212,"Supplier,Expense",Tiffany White,HT HACKNEY,TRUE,HT HACKNEY,2500 Buttermilk Rd W,,Lenoir City,TN,37771,United States
1871,"Supplier,Expense",,LAKEWAY PALLET,TRUE,LAKEWAY PALLET,330 US-25,,Newport,TN,37821,United States
2057,Supplier,Tiffany White,MYERS DIVERSIFIED,TRUE,MYERS DIVERSIFIED,880 Dixie Hwy,,Newport,TN,37821,United States
2081,"Customer,Supplier",Igor Beylin,SCOTT PLASTICS INC,TRUE,SCOTT PLASTICS INC,234 Dynatex Rd,,"Sunbright,",TN,37872,United States
2061,Supplier,Tiffany White,ADVANCED WASTE MANAGEMENT,TRUE,ADVANCED WASTE MANAGEMENT,6675 Hunter Rd,,Talbott,TN,37877,United States
2573,"Supplier,Expense",Tiffany White,ARGENTUM RECYCLING,TRUE,ARGENTUM RECYCLING,3010 E. Industrial Pkwy,,Knoxville,TN,37921,United States
2221,"Supplier,Expense",Tiffany White,SILVER PHOENIX LLC,TRUE,SILVER PHOENIX LLC,3010 Industrial Parkway East,,Knoxville,TN,37921,United States
2079,"Customer,Supplier,Expense",Tiffany White,UNIVERSAL ENVIRONMENTAL SERVICES,TRUE,UNIVERSAL ENVIRONMENTAL SERVICES,200 W Springdale Ave,,Knoxville,TN,37921,United States
2381,"Customer,Expense",,OMEGA PLASTICS LLC,TRUE,OMEGA PLASTICS LLC,2636 Byington Solway Rd,,Knoxville,TN,37931,United States
2542,"Supplier,Expense",Igor Beylin,FURROW AUCTION COMPANY,TRUE,FURROW AUCTION COMPANY,10319 Cogdill Rd,,Knoxville,TN,37932,United States
2600,"Supplier,Expense",,DURA-LINE,TRUE,DURA-LINE,11400 Parkside Drive,Suite 300,Knoxville,TN,37934,United States
1605,Customer,,RAPAC LP,TRUE,RAPAC LP,65 Industrial Park Rd,,Oakland,TN,38060,United States
1461,"Supplier,Expense",Igor Beylin,MEMPHIS RECYCLING SERVICES,TRUE,MEMPHIS RECYCLING SERVICES,1131 Agnes Place,,Memphis,TN,38104,United States
2005,"Customer,Supplier",Mack McMurray,HGD WASTE,TRUE,HGD WASTE,1054 Kansas St,,Memphis,TN,38106,United States
1140,"Customer,Supplier,Expense",Arthur Akopyan,RECYCLE SOLUTIONS,TRUE,RECYCLE SOLUTIONS,1054 KANSAS STREET,,MEMPHIS,TN,38106,United States
2262,"Supplier,Expense",Ricardo Pereira,PALLET SERVICES LLC,TRUE,PALLET SERVICES LLC,3358 Gemini Dr,,Memphis,TN,38109,United States
1867,Supplier,,TITAN PALLET COMPANY LLC,TRUE,TITAN PALLET COMPANY LLC,1725 Airways Blvd.,,Memphis,TN,38114,United States
1918,"Customer,Supplier",Igor Beylin,DRUMCO INC,TRUE,DRUMCO INC,3299 Tulane Rd,,Memphis,TN,38116,United States
2630,Expense,,JIT-EX LLC,TRUE,JIT-EX LLC,3344 Cazassa Road,,Memphis,TN,38116,United States
2224,"Supplier,Expense",Igor Beylin,FORTUNE SKY RECYCLING,TRUE,FORTUNE SKY RECYCLING,4210 BF Goodrich Blvd,,Memphis,TN,38118,United States
2072,Expense,,PALADIN FREIGHT,TRUE,PALADIN FREIGHT,4895 Outland Center Dr.,Suite 102,Memphis,TN,38118,United States
2601,"Customer,Expense",,SERAPHIM PLASTICS LLC,TRUE,SERAPHIM PLASTICS LLC,3412 Jackson Ave,Suite 7,Memphis,TN,38122,United States
2539,"Customer,Expense",Arthur Buyanovskiy,MEMPHIS TIRE RECYCLERS LLC,TRUE,MEMPHIS TIRE RECYCLERS LLC,3961 S Lakewood Dr,,Memphis,TN,38128,United States
1667,"Supplier,Expense",Arthur Akopyan,WASTE SOLUTIONS INC,TRUE,WASTE SOLUTIONS INC,2874 Shelby Street,Suite 211,Bartlett,TN,38134,United States
1843,"Customer,Supplier,Expense",Arthur Akopyan,THE PALLET FACTORY,TRUE,THE PALLET FACTORY,PO Box 181055,,Memphis,TN,38181,United States
2558,"Supplier,Expense",Igor Beylin,INTERNATIONAL PAPER,TRUE,INTERNATIONAL PAPER,6400 Poplar Ave,,Memphis,TN,38197,United States
