ARBatchNo,PostType,COID,NumOfItems,UserID,PostingDt,RecordDate,CPID,CheckNo,Currency,HcApplyAmt,FxApplyAmt,ExportBatchNo,PostedInAccting,DoNotExport
5478,POSTCASH,0,1,RT,2025-05-30 00:00:00,2025-05-30 00:00:00,2412,ACH053025,USD,1086.96,1086.96,NULL,NULL,NULL
5479,POSTCASH,0,3,RT,2025-05-30 00:00:00,2025-05-30 00:00:00,2354,ACH053025,USD,26299.77,26299.77,NULL,NULL,NULL
5480,POSTCASH,0,1,RT,2025-06-03 00:00:00,2025-06-04 00:00:00,1879,ACH060325,USD,8363.88,8363.88,NULL,NULL,NULL
5481,POSTCASH,0,2,RT,2025-05-30 00:00:00,2025-06-04 00:00:00,2420,CK 334,USD,2000,2000,NULL,NULL,NULL
5482,POSTCASH,0,2,RT,2025-06-02 00:00:00,2025-06-04 00:00:00,2420,CK 341,USD,3000,3000,NULL,NULL,NULL
5483,POSTCASH,0,2,RT,2025-06-03 00:00:00,2025-06-04 00:00:00,2420,CK 342,USD,3000,3000,NULL,NULL,NULL
5484,POSTCASH,0,1,RT,2025-06-03 00:00:00,2025-06-04 00:00:00,1700,CK 27508,USD,3375,3375,NULL,NULL,NULL
5485,POSTCASH,0,1,RT,2025-06-03 00:00:00,2025-06-04 00:00:00,2605,CK 8163,USD,352.4,352.4,NULL,NULL,NULL
5486,POSTCASH,0,2,RT,2025-06-03 00:00:00,2025-06-04 00:00:00,2520,CK 328113,USD,600,600,NULL,NULL,NULL
5487,POSTCASH,0,1,RT,2025-06-03 00:00:00,2025-06-04 00:00:00,2155,CK 12022,USD,5703.6,5703.6,NULL,NULL,NULL
5488,POSTCASH,0,1,RT,2025-06-03 00:00:00,2025-06-04 00:00:00,2429,CK 188376,USD,200,200,NULL,NULL,NULL
5489,UACASH,0,1,RT,2025-05-23 00:00:00,2025-06-05 00:00:00,1287,WIR052325,USD,1500,1500,NULL,NULL,NULL
5490,UACASH,0,1,RT,2025-05-28 00:00:00,2025-06-05 00:00:00,1287,WIR052825,USD,1500,1500,NULL,NULL,NULL
5491,POSTCASH,0,3,RT,2025-06-03 00:00:00,2025-06-05 00:00:00,1935,ACH060325,USD,9200,9200,NULL,NULL,NULL
5492,UNDO-POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,1700,CK 27508,USD,3375,3375,NULL,NULL,NULL
5493,POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,1700,CK 27508,USD,3375,3375,NULL,NULL,NULL
5494,UNDO-POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,2605,CK 8163,USD,352.4,352.4,NULL,NULL,NULL
5495,POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,2605,CK 8163,USD,352.4,352.4,NULL,NULL,NULL
5496,UNDO-POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,2155,CK 12022,USD,5703.6,5703.6,NULL,NULL,NULL
5497,POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,2155,CK 12022,USD,5703.6,5703.6,NULL,NULL,NULL
5498,UNDO-POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,2429,CK 188376,USD,200,200,NULL,NULL,NULL
5499,POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,2429,CK 188376,USD,200,200,NULL,NULL,NULL
5500,UNDO-POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,2520,CK 328113,USD,300,300,NULL,NULL,NULL
5501,UNDO-POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,2520,CK 328113,USD,300,300,NULL,NULL,NULL
5502,POSTCASH,0,2,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,2520,CK 328113,USD,600,600,NULL,NULL,NULL
5503,POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,1108,CK 218328,USD,9975.4,9975.4,NULL,NULL,NULL
5504,POSTCASH,0,2,RT,2025-06-04 00:00:00,2025-06-06 00:00:00,1612,CK 7918,USD,21675.56,21675.56,NULL,NULL,NULL
5505,POSTCASH,0,2,RT,2025-06-04 00:00:00,2025-06-06 00:00:00,1114,CK 127256,USD,20579.7,20579.7,NULL,NULL,NULL
5506,POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,2075,ACH060625,USD,10222.5,10222.5,NULL,NULL,NULL
5507,POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,2412,ACH060625,USD,2625.84,2625.84,NULL,NULL,NULL
5508,POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,1577,ACH060625,USD,6251,6251,NULL,NULL,NULL
5509,POSTCASH,0,1,RT,2025-06-06 00:00:00,2025-06-06 00:00:00,2436,ACH060625,USD,7728,7728,NULL,NULL,NULL
5510,POSTCASH,0,1,RT,2025-06-09 00:00:00,2025-06-09 00:00:00,2086,ACH060925,USD,3289.6,3289.6,NULL,NULL,NULL
5511,POSTCASH,0,2,RT,2025-06-10 00:00:00,2025-06-10 00:00:00,1137,ACH060625,USD,2732.4,2732.4,NULL,NULL,NULL
5512,POSTCASH,0,3,RT,2025-06-10 00:00:00,2025-06-11 00:00:00,2046,CK 1589,USD,4175,4175,NULL,NULL,NULL
5513,POSTCASH,0,5,RT,2025-06-13 00:00:00,2025-06-13 00:00:00,1111,ACH061325,USD,6738.05,6738.05,NULL,NULL,NULL
5514,POSTCASH,0,1,RT,2025-06-13 00:00:00,2025-06-13 00:00:00,1577,ACH061325,USD,9770,9770,NULL,NULL,NULL
5515,POSTCASH,0,1,RT,2025-06-11 00:00:00,2025-06-13 00:00:00,1891,ACH061125,USD,8769.6,8769.6,NULL,NULL,NULL
5516,POSTCASH,0,1,RT,2025-06-11 00:00:00,2025-06-13 00:00:00,2115,ACH061125,USD,345.89,345.89,NULL,NULL,NULL
5517,POSTCASH,0,1,RT,2025-06-13 00:00:00,2025-06-13 00:00:00,1775,ACH061325,USD,1050,1050,NULL,NULL,NULL
5518,POSTCASH,0,6,RT,2025-06-12 00:00:00,2025-06-13 00:00:00,2618,ACH061225,USD,3150,3150,NULL,NULL,NULL
5519,POSTCASH,0,1,RT,2025-06-16 00:00:00,2025-06-16 00:00:00,1869,ACH061625,USD,4867,4867,NULL,NULL,NULL
5520,POSTCASH,0,1,RT,2025-06-16 00:00:00,2025-06-16 00:00:00,1578,ACH061625,USD,7020,7020,NULL,NULL,NULL
5521,POSTCASH,0,3,RT,2025-06-17 00:00:00,2025-06-19 00:00:00,2412,ACH061725,USD,6107.6,6107.6,NULL,NULL,NULL
5522,POSTCASH,0,1,RT,2025-06-18 00:00:00,2025-06-19 00:00:00,2030,ACH061825,USD,4140,4140,NULL,NULL,NULL
5523,POSTCASH,0,1,RT,2025-06-20 00:00:00,2025-06-20 00:00:00,1577,ACH062025,USD,3865,3865,NULL,NULL,NULL
5524,POSTCASH,0,2,RT,2025-06-23 00:00:00,2025-06-23 00:00:00,1137,ACH062325,USD,2941.69,2941.69,NULL,NULL,NULL
5525,POSTCASH,0,1,RT,2025-06-23 00:00:00,2025-06-23 00:00:00,1202,ACH062325,USD,7168.22,7168.22,NULL,NULL,NULL
5526,POSTCASH,0,1,RT,2025-06-23 00:00:00,2025-06-23 00:00:00,1869,ACH062325,USD,6659.1,6659.1,NULL,NULL,NULL
5527,POSTCASH,0,2,RT,2025-06-20 00:00:00,2025-06-23 00:00:00,2618,ACH062025,USD,1050,1050,NULL,NULL,NULL
5528,POSTCASH,0,1,RT,2025-06-23 00:00:00,2025-06-23 00:00:00,2035,ACH062325,USD,9924.21,9924.21,NULL,NULL,NULL
5529,POSTCASH,0,1,RT,2025-06-23 00:00:00,2025-06-23 00:00:00,1879,ACH062325,USD,8525.37,8525.37,NULL,NULL,NULL
5530,POSTCASH,0,1,RT,2025-06-23 00:00:00,2025-06-23 00:00:00,1111,ACH062325,USD,2055.35,2055.35,NULL,NULL,NULL
5531,POSTCASH,0,1,RT,2025-06-23 00:00:00,2025-06-24 00:00:00,2417,ACH062325,USD,1523.98,1523.98,NULL,NULL,NULL
5532,POSTCASH,0,8,RT,2025-06-23 00:00:00,2025-06-24 00:00:00,1466,CK 13842,USD,4884,4884,NULL,NULL,NULL
5533,POSTCASH,0,2,RT,2025-06-23 00:00:00,2025-06-24 00:00:00,1712,CK VV018,USD,2282.6,2282.6,NULL,NULL,NULL
5534,UACASH-UNDO,0,1,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,1287,WIR052325,USD,1500,1500,NULL,NULL,NULL
5535,UACASH-UNDO,0,1,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,1287,WIR052825,USD,1500,1500,NULL,NULL,NULL
5536,UACASH,0,1,RT,2025-05-23 00:00:00,2025-06-25 00:00:00,1539,ACH052325,USD,1500,1500,NULL,NULL,NULL
5537,UACASH,0,1,RT,2025-05-28 00:00:00,2025-06-25 00:00:00,1539,ACH052825,USD,1500,1500,NULL,NULL,NULL
5538,UACASH-APP,0,1,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,1539,ACH052325,USD,1500,1500,NULL,NULL,NULL
5539,UACASH-APP,0,1,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,1539,ACH052825,USD,1500,1500,NULL,NULL,NULL
5540,UACASH,0,1,RT,2025-06-20 00:00:00,2025-06-25 00:00:00,1539,ACH062025,USD,1500,1500,NULL,NULL,NULL
5541,UACASH-APP,0,1,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,1539,ACH062025,USD,1500,1500,NULL,NULL,NULL
5542,UACASH-APP,0,1,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,2316,ACH031925,USD,3800,3800,NULL,NULL,NULL
5543,UACASH-APP,0,1,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,2316,ACH031925,USD,3800,3800,NULL,NULL,NULL
5544,UACASH-APP,0,1,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,2316,ACH021825,USD,1000,1000,NULL,NULL,NULL
5545,UNDO-UACASH-APP,0,1,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,2316,ACH021825,USD,1000,1000,NULL,NULL,NULL
5546,UACASH-APP,0,1,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,2316,ACH021825,USD,1000,1000,NULL,NULL,NULL
5547,UACASH-APP,0,1,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,2316,ACH022625,USD,2800,2800,NULL,NULL,NULL
5548,UACASH-APP,0,1,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,2316,ACH022625,USD,3800,3800,NULL,NULL,NULL
5549,POSTCASH,0,1,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,2436,ACH062525,USD,2900,2900,NULL,NULL,NULL
5550,POSTCASH,0,4,RT,2025-06-25 00:00:00,2025-06-25 00:00:00,2075,ACH062525,USD,38682.5,38682.5,NULL,NULL,NULL
5551,POSTCASH,0,1,RT,2025-06-24 00:00:00,2025-06-25 00:00:00,1114,CK 127462,USD,42697.2,42697.2,NULL,NULL,NULL
5552,POSTCASH,0,1,RT,2025-06-24 00:00:00,2025-06-25 00:00:00,2382,CK 7160,USD,1350,1350,NULL,NULL,NULL
5553,POSTCASH,0,1,RT,2025-06-24 00:00:00,2025-06-25 00:00:00,1357,CK 10433731,USD,1894.44,1894.44,NULL,NULL,NULL
5554,UACASH-APP,0,1,RT,2025-06-26 00:00:00,2025-06-26 00:00:00,2417,ACH052025,USD,235.52,235.52,NULL,NULL,NULL
5555,POSTCASH,0,1,RT,2025-06-27 00:00:00,2025-06-27 00:00:00,1137,ACH062725,USD,1384,1384,NULL,NULL,NULL
5556,POSTCASH,0,2,RT,2025-06-27 00:00:00,2025-06-27 00:00:00,1577,ACH062725,USD,20050,20050,NULL,NULL,NULL
5557,POSTCASH,0,1,RT,2025-06-26 00:00:00,2025-06-27 00:00:00,2436,ACH062625,USD,7275.6,7275.6,NULL,NULL,NULL
5558,POSTCASH,0,8,RT,2025-06-26 00:00:00,2025-06-27 00:00:00,2452,ACH062625,USD,28933,28933,NULL,NULL,NULL
5559,POSTCASH,0,1,RT,2025-06-27 00:00:00,2025-06-27 00:00:00,1486,CK 13947,USD,8993.6,8993.6,NULL,NULL,NULL
5560,POSTCASH,0,2,RT,2025-06-27 00:00:00,2025-06-27 00:00:00,2610,CK 31808,USD,400,400,NULL,NULL,NULL
5561,POSTCASH,0,1,RT,2025-06-27 00:00:00,2025-06-27 00:00:00,2424,CK 76259,USD,6144.75,6144.75,NULL,NULL,NULL
5562,UNDO-POSTCASH,0,1,RT,2025-06-27 00:00:00,2025-06-27 00:00:00,2424,CK 76259,USD,6144.75,6144.75,NULL,NULL,NULL
5563,POSTCASH,0,1,RT,2025-06-27 00:00:00,2025-06-27 00:00:00,2424,CK 76259,USD,6144.75,6144.75,NULL,NULL,NULL
5564,POSTCASH,0,1,RT,2025-06-30 00:00:00,2025-06-30 00:00:00,2629,CK 2332,USD,2352.9,2352.9,NULL,NULL,NULL
5565,POSTCASH,0,3,RT,2025-06-30 00:00:00,2025-06-30 00:00:00,1139,C2001312366,USD,364.63,364.63,NULL,NULL,NULL
5566,POSTCASH,0,3,RT,2025-06-20 00:00:00,2025-06-30 00:00:00,2412,ACH062025,USD,2690.32,2690.32,NULL,NULL,NULL
5567,POSTCASH,0,3,RT,2025-06-30 00:00:00,2025-06-30 00:00:00,2412,ACH063025,USD,7039.2,7039.2,NULL,NULL,NULL
5568,POSTCASH,0,1,RT,2025-06-30 00:00:00,2025-06-30 00:00:00,2622,ACH063025,USD,724.85,724.85,NULL,NULL,NULL
5569,POSTCASH,0,1,RT,2025-06-30 00:00:00,2025-06-30 00:00:00,1891,ACH063025,USD,8990.4,8990.4,NULL,NULL,NULL
5570,POSTCASH,0,1,RT,2025-06-30 00:00:00,2025-06-30 00:00:00,2105,ACH063025,USD,1002.4,1002.4,NULL,NULL,NULL
5571,POSTCASH,0,2,RT,2025-06-24 00:00:00,2025-07-01 00:00:00,1636,ACH062425,USD,4773,4773,NULL,NULL,NULL
5572,POSTCASH,0,2,RT,2025-07-03 00:00:00,2025-07-03 00:00:00,1111,ACH070325,USD,18811.8,18811.8,NULL,NULL,NULL
5573,POSTCASH,0,2,RT,2025-07-01 00:00:00,2025-07-03 00:00:00,2420,CK 488,USD,2000,2000,NULL,NULL,NULL
5574,POSTCASH,0,1,RT,2025-07-01 00:00:00,2025-07-03 00:00:00,2181,ACH070125,USD,300,300,NULL,NULL,NULL
5575,UACASH,0,1,RT,2025-07-03 00:00:00,2025-07-08 00:00:00,1137,ACH070325,USD,4778.9,4778.9,NULL,NULL,NULL
5576,UACASH-APP,0,3,RT,2025-07-08 00:00:00,2025-07-08 00:00:00,1137,ACH070325,USD,4778.9,4778.9,NULL,NULL,NULL
5577,POSTCASH,0,1,RT,2025-07-07 00:00:00,2025-07-08 00:00:00,2398,ACH070725,USD,2611,2611,NULL,NULL,NULL
5578,POSTCASH,0,1,RT,2025-07-07 00:00:00,2025-07-11 00:00:00,2412,ACH070725,USD,878.16,878.16,NULL,NULL,NULL
5579,POSTCASH,0,1,RT,2025-07-07 00:00:00,2025-07-11 00:00:00,2420,CK 468,USD,2500,2500,NULL,NULL,NULL
5580,POSTCASH,0,2,RT,2025-07-08 00:00:00,2025-07-11 00:00:00,2420,CK 469,USD,2500,2500,NULL,NULL,NULL
5581,POSTCASH,0,1,RT,2025-07-08 00:00:00,2025-07-11 00:00:00,2420,CK 470,USD,1000,1000,NULL,NULL,NULL
5582,POSTCASH,0,3,RT,2025-07-10 00:00:00,2025-07-11 00:00:00,2585,ACH071025,USD,30069.8,30069.8,NULL,NULL,NULL
5583,POSTCASH,0,1,RT,2025-07-09 00:00:00,2025-07-11 00:00:00,1866,ACH070925,USD,2090,2090,NULL,NULL,NULL
5584,POSTCASH,0,3,RT,2025-07-11 00:00:00,2025-07-11 00:00:00,1137,ACH071125,USD,3112.8,3112.8,NULL,NULL,NULL
5585,POSTCASH,0,1,RT,2025-07-11 00:00:00,2025-07-11 00:00:00,2412,ACH071125,USD,2219.4,2219.4,NULL,NULL,NULL
5586,POSTCASH,0,1,RT,2025-07-11 00:00:00,2025-07-11 00:00:00,1565,CK 8432,USD,5353.6,5353.6,NULL,NULL,NULL
5587,POSTCASH,0,1,RT,2025-07-11 00:00:00,2025-07-11 00:00:00,1802,7002380160,USD,250,250,NULL,NULL,NULL
5588,POSTCASH,0,1,RT,2025-07-11 00:00:00,2025-07-11 00:00:00,1377,CK 20013182,USD,12.1,12.1,NULL,NULL,NULL
5589,POSTCASH,0,2,RT,2025-07-11 00:00:00,2025-07-14 00:00:00,1577,ACH071125,USD,7745.3,7745.3,NULL,NULL,NULL
5590,POSTCASH,0,1,RT,2025-06-24 00:00:00,2025-07-15 00:00:00,2030,ACH062425,USD,290,290,NULL,NULL,NULL
5591,UACASH,0,1,RT,2025-06-30 00:00:00,2025-07-15 00:00:00,2420,CK 456,USD,2000,2000,NULL,NULL,NULL
5592,UACASH-APP,0,1,RT,2025-07-15 00:00:00,2025-07-15 00:00:00,2420,CK 456,USD,1962.3,1962.3,NULL,NULL,NULL
5593,POSTCASH,0,1,RT,2025-07-14 00:00:00,2025-07-15 00:00:00,1838,CK 14369,USD,300,300,NULL,NULL,NULL
5594,POSTCASH,0,1,RT,2025-07-14 00:00:00,2025-07-15 00:00:00,2615,ACH071425,USD,13814.18,13814.18,NULL,NULL,NULL
5595,POSTCASH,0,1,RT,2025-07-15 00:00:00,2025-07-15 00:00:00,1578,ACH071525,USD,6012,6012,NULL,NULL,NULL
5596,POSTCASH,0,1,RT,2025-07-15 00:00:00,2025-07-15 00:00:00,1866,ACH071525,USD,9394,9394,NULL,NULL,NULL
5597,POSTCASH,0,4,RT,2025-07-15 00:00:00,2025-07-15 00:00:00,2035,ACH071525,USD,31187.12,31187.12,NULL,NULL,NULL
5598,POSTCASH,0,1,RT,2025-07-18 00:00:00,2025-07-18 00:00:00,1474,CK 44260,USD,8097,8097,NULL,NULL,NULL
5599,POSTCASH,0,1,RT,2025-07-18 00:00:00,2025-07-18 00:00:00,2520,CK 329813,USD,300,300,NULL,NULL,NULL
5600,POSTCASH,0,1,RT,2025-07-17 00:00:00,2025-07-18 00:00:00,2442,ACH071725,USD,11542,11542,NULL,NULL,NULL
5601,POSTCASH,0,1,RT,2025-07-18 00:00:00,2025-07-18 00:00:00,2326,ACH071825,USD,2161.8,2161.8,NULL,NULL,NULL
5602,POSTCASH,0,1,RT,2025-07-18 00:00:00,2025-07-18 00:00:00,1137,ACH071825,USD,1312,1312,NULL,NULL,NULL
5603,UACASH,0,1,RT,2025-07-14 00:00:00,2025-07-18 00:00:00,1114,CK 127636,USD,49363.9,49363.9,NULL,NULL,NULL
5604,UACASH-APP,0,2,RT,2025-07-18 00:00:00,2025-07-18 00:00:00,1114,CK 127636,USD,10420.3,10420.3,NULL,NULL,NULL
5605,UNDO-UACASH-APP,0,1,RT,2025-07-18 00:00:00,2025-07-18 00:00:00,1114,CK 127636,USD,8425.3,8425.3,NULL,NULL,NULL
5606,UNDO-UACASH-APP,0,1,RT,2025-07-18 00:00:00,2025-07-18 00:00:00,1114,CK 127636,USD,1995,1995,NULL,NULL,NULL
5607,UACASH-APP,0,2,RT,2025-07-18 00:00:00,2025-07-18 00:00:00,1114,CK 127636,USD,10420.3,10420.3,NULL,NULL,NULL
5608,POSTCASH,0,1,RT,2025-07-21 00:00:00,2025-07-21 00:00:00,2585,ACH072125,USD,9804.2,9804.2,NULL,NULL,NULL
5609,UACASH,0,1,RT,2025-07-18 00:00:00,2025-07-21 00:00:00,2316,ACH071825,USD,12026.5,12026.5,NULL,NULL,NULL
5610,UACASH-APP,0,4,RT,2025-07-21 00:00:00,2025-07-21 00:00:00,2316,ACH071825,USD,636.5,636.5,NULL,NULL,NULL
5611,POSTCASH,0,1,RT,2025-07-14 00:00:00,2025-07-21 00:00:00,1539,ACH071425,USD,1500,1500,NULL,NULL,NULL
5612,POSTCASH,0,1,RT,2025-07-03 00:00:00,2025-07-23 00:00:00,2086,ACH070325,USD,1558.2,1558.2,NULL,NULL,NULL
5613,POSTCASH,0,1,RT,2025-07-24 00:00:00,2025-07-24 00:00:00,2585,ACH072425,USD,9700.8,9700.8,NULL,NULL,NULL
5614,POSTCASH,0,6,RT,2025-07-23 00:00:00,2025-07-24 00:00:00,1879,ACH072325,USD,52501.83,52501.83,NULL,NULL,NULL
5615,POSTCASH,0,1,RT,2025-07-23 00:00:00,2025-07-24 00:00:00,1866,ACH072325,USD,9372,9372,NULL,NULL,NULL
5616,POSTCASH,0,2,RT,2025-07-23 00:00:00,2025-07-24 00:00:00,2436,ACH072325,USD,7761.2,7761.2,NULL,NULL,NULL
5617,POSTCASH,0,1,RT,2025-07-25 00:00:00,2025-07-25 00:00:00,1672,ACH072525,USD,1245,1245,NULL,NULL,NULL
5618,POSTCASH,0,1,RT,2025-07-25 00:00:00,2025-07-25 00:00:00,1137,ACH072525,USD,1772.8,1772.8,NULL,NULL,NULL
5619,POSTCASH,0,1,RT,2025-07-25 00:00:00,2025-07-25 00:00:00,1577,ACH072525,USD,9890,9890,NULL,NULL,NULL
5620,POSTCASH,0,1,RT,2025-07-25 00:00:00,2025-07-28 00:00:00,2442,ACH072525,USD,11958,11958,NULL,NULL,NULL
5621,UACASH,0,1,RT,2025-07-24 00:00:00,2025-07-28 00:00:00,1539,ACH072425,USD,1250,1250,NULL,NULL,NULL
5622,POSTCASH,0,5,RT,2025-07-29 00:00:00,2025-08-01 00:00:00,1879,ACH072925,USD,49277.29,49277.29,NULL,NULL,NULL
5623,POSTCASH,0,2,RT,2025-08-01 00:00:00,2025-08-01 00:00:00,2086,ACH080125,USD,5779.7,5779.7,NULL,NULL,NULL
5624,POSTCASH,0,1,RT,2025-08-01 00:00:00,2025-08-01 00:00:00,2417,ACH080125,USD,3910,3910,NULL,NULL,NULL
5625,POSTCASH,0,1,RT,2025-08-01 00:00:00,2025-08-01 00:00:00,1137,ACH080125,USD,885.5,885.5,NULL,NULL,NULL
5626,POSTCASH,0,4,RT,2025-08-01 00:00:00,2025-08-01 00:00:00,2412,ACH080125,USD,3432.64,3432.64,NULL,NULL,NULL
5627,POSTCASH,0,7,RT,2025-07-30 00:00:00,2025-08-01 00:00:00,2452,ACH073025,USD,27754,27754,NULL,NULL,NULL
5628,POSTCASH,0,1,RT,2025-08-02 00:00:00,2025-08-04 00:00:00,1700,CK 27927,USD,3524.4,3524.4,NULL,NULL,NULL
5629,POSTCASH,0,1,RT,2025-08-02 00:00:00,2025-08-04 00:00:00,1139,2001334625,USD,130.13,130.13,NULL,NULL,NULL
5630,POSTCASH,0,1,RT,2025-08-02 00:00:00,2025-08-04 00:00:00,2106,CK 31093,USD,11352,11352,NULL,NULL,NULL
5631,POSTCASH,0,2,RT,2025-08-08 00:00:00,2025-08-08 00:00:00,2412,ACH080825,USD,4669.2,4669.2,NULL,NULL,NULL
5632,POSTCASH,0,2,RT,2025-08-08 00:00:00,2025-08-08 00:00:00,1869,ACH080825,USD,9711.6,9711.6,NULL,NULL,NULL
5633,POSTCASH,0,4,RT,2025-08-08 00:00:00,2025-08-08 00:00:00,1137,ACJ080825,USD,5469.8,5469.8,NULL,NULL,NULL
5634,POSTCASH,0,1,RT,2025-08-08 00:00:00,2025-08-08 00:00:00,2041,CK 7519,USD,5125.5,5125.5,NULL,NULL,NULL
5635,UACASH,0,1,RT,2025-08-08 00:00:00,2025-08-11 00:00:00,1114,CK127985,USD,1381.2,1381.2,NULL,NULL,NULL
5636,UACASH-APP,0,1,RT,2025-08-11 00:00:00,2025-08-11 00:00:00,1114,CK 127636,USD,11134.8,11134.8,NULL,NULL,NULL
5637,POSTCASH,0,1,RT,2025-08-11 00:00:00,2025-08-11 00:00:00,1578,ACH08112025,USD,5043.6,5043.6,NULL,NULL,NULL
5638,POSTCASH,0,1,RT,2025-08-12 00:00:00,2025-08-12 00:00:00,1866,ACH081225,USD,9014.06,9014.06,NULL,NULL,NULL
5639,POSTCASH,0,1,RT,2025-08-12 00:00:00,2025-08-12 00:00:00,2326,ACH081225,USD,1254.54,1254.54,NULL,NULL,NULL
5640,UACASH,0,1,RT,2025-08-12 00:00:00,2025-08-12 00:00:00,1539,ACH080425,USD,1500,1500,NULL,NULL,NULL
5641,POSTCASH,0,1,RT,2025-08-15 00:00:00,2025-08-21 00:00:00,1891,ACH081525,USD,5068.8,5068.8,NULL,NULL,NULL
5642,POSTCASH,0,2,RT,2025-08-15 00:00:00,2025-08-21 00:00:00,1137,ACH081525,USD,2748.2,2748.2,NULL,NULL,NULL
5643,POSTCASH,0,1,RT,2025-08-15 00:00:00,2025-08-21 00:00:00,2412,ACH081525,USD,861.6,861.6,NULL,NULL,NULL
5644,POSTCASH,0,2,RT,2025-06-20 00:00:00,2025-08-21 00:00:00,1712,VV008,USD,2843.58,2843.58,NULL,NULL,NULL
5645,POSTCASH,0,1,RT,2025-08-13 00:00:00,2025-08-21 00:00:00,2030,ACH081325,USD,4140,4140,NULL,NULL,NULL
5646,POSTCASH,0,1,RT,2025-08-13 00:00:00,2025-08-21 00:00:00,2030,ACH081325,USD,4140,4140,NULL,NULL,NULL
5647,POSTCASH,0,3,RT,2025-08-20 00:00:00,2025-08-21 00:00:00,2436,ACH082025,USD,4615,4615,NULL,NULL,NULL
5648,POSTCASH,0,3,RT,2025-08-13 00:00:00,2025-08-22 00:00:00,1879,ACH081325,USD,28357.62,28357.62,NULL,NULL,NULL
5649,POSTCASH,0,1,RT,2025-08-15 00:00:00,2025-08-22 00:00:00,1577,ACH081525,USD,10382.75,10382.75,NULL,NULL,NULL
5650,POSTCASH,0,1,RT,2025-08-22 00:00:00,2025-08-22 00:00:00,1577,ACH082225,USD,9854,9854,NULL,NULL,NULL
5651,POSTCASH,0,1,RT,2025-08-21 00:00:00,2025-08-22 00:00:00,1500,ACH082125,USD,8085.2,8085.2,NULL,NULL,NULL
5652,POSTCASH,0,3,RT,2025-08-22 00:00:00,2025-08-22 00:00:00,1137,ACH082225,USD,4119,4119,NULL,NULL,NULL
5653,POSTCASH,0,1,RT,2025-08-22 00:00:00,2025-08-22 00:00:00,2618,ACH080125,USD,525,525,NULL,NULL,NULL
5654,UACASH,0,1,RT,2025-08-14 00:00:00,2025-08-22 00:00:00,1539,ACH081425,USD,1500,1500,NULL,NULL,NULL
5655,UACASH,0,1,RT,2025-08-21 00:00:00,2025-08-22 00:00:00,1539,ACH082125,USD,1500,1500,NULL,NULL,NULL
5656,POSTCASH,0,1,RT,2025-08-25 00:00:00,2025-08-25 00:00:00,1466,CK 13898,USD,325.8,325.8,NULL,NULL,NULL
5657,POSTCASH,0,1,RT,2025-08-25 00:00:00,2025-08-25 00:00:00,2106,CK 31154,USD,9464.6,9464.6,NULL,NULL,NULL
5658,POSTCASH,0,1,RT,2025-08-25 00:00:00,2025-08-25 00:00:00,2106,CK 31155,USD,16880,16880,NULL,NULL,NULL
5659,POSTCASH,0,1,RT,2025-08-25 00:00:00,2025-08-25 00:00:00,2502,CK 27587,USD,1672,1672,NULL,NULL,NULL
5660,POSTCASH,0,1,RT,2025-08-25 00:00:00,2025-08-25 00:00:00,1680,7002443248,USD,250,250,NULL,NULL,NULL
5661,UACASH,0,1,RT,2025-08-15 00:00:00,2025-08-25 00:00:00,2316,ACH081525,USD,15762.4,15762.4,NULL,NULL,NULL
5662,UACASH,0,1,RT,2025-08-25 00:00:00,2025-08-25 00:00:00,1630,ACH081925,USD,15000,15000,NULL,NULL,NULL
